0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,class,triple
0.22060883,-0.08905959,-0.23486575,1.5083715,-0.08032766,-0.21044083,0.17519581,-0.16616865,-13.000622,2.0574622,0.1422945,5.6347795,11.520735,0.27440876,-0.969218,-0.3549592,pos,18
-0.9195543,1.0906961,-0.71305144,-0.7513192,-0.17622389,-0.6954978,0.3755744,0.09488831,-10.490954,3.620394,0.26580894,0.8540378,-9.521031,-1.4667206,0.4405085,0.19437537,neg,18
0.04918613,5.990902,-0.0630179,1.8747082,-0.20371121,0.59373915,1.0141389,0.2834534,-8.244129,0.8185943,-0.48603088,1.2292736,-0.33019918,0.042115,1.3437295,3.3707235,pos,19
0.1695869,2.2378073,-0.13456178,-1.142971,-0.29183975,0.021486005,0.54917413,0.3096949,-6.4606867,-0.0020914094,-0.28046235,-0.0039804424,-0.13698433,0.49257314,0.22456704,-0.05822147,neg,19
1.0121864,0.15750425,-0.24210954,1.0611188,-0.069879435,1.3203775,-0.58901453,-1.7462288,-9.538965,2.2241976,3.8098712,0.23842023,-0.06407699,-0.16165183,-0.4226331,7.5210185,pos,20
-1.4112693,0.028026,-0.13284674,-0.9315274,-0.07575351,1.9608543,-0.83849174,1.6591687,-7.7745094,-2.7078197,3.182361,-0.08243207,0.67113423,-0.52592987,-1.6546124,-9.567717,neg,20
2.3600247,0.3349227,-0.64698577,2.1553285,-0.008322256,5.4753003,-1.015472,-0.68066406,-12.13332,5.204613,0.09607529,0.72359943,0.1793495,-0.00025490418,0.9436128,2.8948464,pos,21
-1.571843,0.47230738,-0.5153534,1.2391399,0.27538478,1.7283065,0.085872486,0.40544042,-9.277604,-3.918341,-0.24137767,0.25628993,-2.498156,-0.0026282563,-1.1181295,-2.489093,neg,21
1.6365978,0.35569978,0.3046177,2.117473,0.04631449,0.9672659,0.7153591,-0.20374127,-9.299678,0.024735129,2.4647994,0.11031303,4.0837154,0.60854834,0.55524313,3.2186246,pos,22
-2.622801,-0.46717367,0.97189426,0.6815392,-0.031715404,-0.31744584,7.523892,-0.49255112,-11.068861,0.03612114,-1.4868902,-1.7712499,-1.5341225,1.5851794,0.218256,-1.0340385,neg,22
0.5836388,0.027404003,-0.36568552,2.9230351,0.9154075,-1.0822296,-0.041047104,5.2079544,-4.6896014,-0.23959965,1.995867,2.1968381,-0.96585435,0.08173254,0.057978638,0.38067698,pos,23
0.26435,-0.1608884,-2.651671,-0.33658525,1.2216321,-1.3953902,0.29976743,0.20080914,-5.759216,-0.34248823,2.974738,-0.7200476,-0.76970947,0.0398654,0.09643076,0.45193696,neg,23
-0.027349655,2.535324,-0.008224531,0.1927805,-0.03503112,-0.764838,1.1017536,1.8057073,-7.87312,1.9617783,1.9513929,0.61489654,-0.51548856,0.2155943,1.3416364,2.6683705,pos,24
-1.2789077,-0.1888978,-0.32631955,-0.72298294,-0.006849395,-0.5630378,0.6506788,1.1229229,-9.013841,-0.47918814,-0.96496886,-4.120706,0.3496159,-0.1461836,-3.2984164,3.6598575,neg,24
-0.12470103,1.7015909,0.15979072,0.9732731,3.804442,0.084087245,-0.3875071,0.5702311,-10.263306,1.2507001,4.9051847,4.299924,0.62966293,0.06544287,-1.7082658,-0.25392264,pos,25
0.23477888,2.532099,-0.17235367,3.8692222,0.2394423,0.06271015,-1.2997779,-0.6576869,-5.212003,0.41298816,-5.1875134,5.497272,-16.206476,0.17703223,0.42066428,-0.17917985,neg,25
0.12416274,-0.6481675,-0.47350222,1.8065057,-0.07485214,0.04487771,1.1689069,1.7899017,-6.644287,1.4531702,-0.844399,0.542409,1.2501345,0.26962343,-0.08052867,1.9359049,pos,26
-0.6703903,0.7512249,-0.091466956,-2.302127,-0.11323972,-0.11707986,-1.4448111,0.7251839,-7.381491,0.49601543,4.068118,-1.0793376,-3.2622664,0.062400684,-0.013548875,4.4597745,neg,26
0.2155539,0.11413646,-0.3141129,3.2165933,2.044661,2.414641,3.2846894,0.015159795,-10.606441,1.3592045,-0.1709546,-0.07332428,0.4966932,3.1968725,0.2945167,1.6678939,pos,27
1.3435053,-1.2004703,-0.49273223,0.9216304,3.6043012,2.5330198,1.3938326,-0.009209185,-8.455558,0.9671123,0.03368836,-0.10585498,-0.6261938,-1.3099431,0.6351107,2.4329,neg,27
-0.5502418,0.12876397,0.29337582,1.7908392,-0.20270565,-0.036122162,1.3164707,-0.0048445766,-7.5539994,0.78469956,0.015047475,0.70565164,5.01329,0.19486032,1.2058576,3.2908614,pos,28
-2.1963592,-1.0449505,0.8409393,-0.8955858,0.30911264,0.46524718,-2.7177854,-0.0007426631,-11.481367,3.0014725,0.19147989,-1.4539702,-8.209431,-0.55687034,0.62696534,3.0567198,neg,28
0.34171352,0.49712184,-0.0068532145,1.234826,0.00072835805,0.7723825,-0.2175497,-0.39818922,-11.556418,7.221988,1.1793545,0.19908904,0.3325333,0.8707991,5.0559993,-0.014390032,pos,29
2.3458378,-0.6192106,0.008007829,-1.0533717,0.019637577,0.509128,0.2306014,0.28182802,-9.459624,3.575825,-0.22040042,-0.063463315,-1.4638093,0.16453989,1.1872517,0.16204569,neg,29
6.7150683,1.4079204,2.7961612,0.24601184,0.23840967,1.3086983,0.578394,-0.22422107,-11.775944,1.3249683,0.7549773,0.5352686,0.26636872,1.322253,0.7968756,1.627012,pos,30
1.7651175,-0.86978644,-2.0567424,-0.80112493,0.39846212,-1.3239017,0.21959531,-0.09775284,-6.0680246,-1.6652046,-0.186374,0.5398048,-0.7958424,1.4968958,-0.56451446,-1.8361821,neg,30
-0.020516746,10.814588,0.61353976,3.3645408,0.44676352,-0.056601748,-1.6774925,-0.5757532,-10.371304,-0.0051186336,1.3202199,0.19638218,-0.016267153,1.4270991,2.5093358,2.6552193,pos,31
-0.0912845,2.5527494,0.639066,0.6479745,0.5474527,-0.4979583,-0.52688766,0.0036084894,-10.834431,-0.0030246584,-0.7286267,-1.6563143,-0.010043828,-0.2755696,0.06621329,1.1786559,neg,31
-0.15641117,0.1505038,0.5852998,1.9471295,0.5748462,1.4015694,0.81098247,-0.015765026,-10.635823,1.7942517,0.16234186,0.06262952,1.5261472,3.6716938,3.3590941,1.1868138,pos,32
0.27019227,0.7739182,-0.704862,0.15053613,0.64359987,-1.7049539,-1.3070962,-0.04839215,-8.588165,3.3031461,-0.052260093,-3.810248,-3.3732104,0.13511531,-5.8761516,-0.93120974,neg,32
0.26510957,-0.017225077,0.23906828,3.6405528,1.8199688,1.0565338,0.3284568,0.32652792,-7.492449,-0.1080089,0.76701117,0.62638247,-0.37383613,-0.3615848,0.0074778413,3.1635537,pos,33
0.1362154,2.0160627,-0.0021248143,2.4699757,-1.4695599,-0.4704324,1.6303947,0.056770235,-8.815641,-0.16519924,0.10348833,-1.5263462,1.3754989,0.26954758,0.02844746,-1.9769436,neg,33
0.27729636,0.84244967,2.0500133,1.7442697,0.46933603,-0.27314505,-0.94166666,-0.023597691,-11.1674795,-0.41509622,0.79834396,0.6188856,7.8296695,-0.5782939,0.61563015,2.2918687,pos,34
-0.28373834,-0.39557746,-2.258927,-0.064825535,0.6804496,0.8760872,1.445096,-0.0625872,-11.936834,-0.14506249,-1.5858673,0.56669533,-5.4496613,-1.6938614,-0.19701199,-1.1852442,neg,34
0.17330784,0.11180662,3.1642535,0.3505637,0.051447444,2.409741,-0.19455437,1.1115004,-8.737315,-0.7411885,1.6066431,0.13175447,-0.7433449,1.0825258,2.0714662,2.795684,pos,35
-0.9806711,-0.07025958,0.22885297,-0.25346187,0.123661,-4.1189084,0.9094499,0.0748389,-12.419182,-1.0282613,0.19827312,-0.17447056,-0.8765855,-1.6826998,-2.2636118,1.1552308,neg,35
0.34981766,2.721404,0.44519687,0.7346612,0.00033806183,1.6688987,0.23055881,0.8695363,-10.316247,2.3380542,0.5604936,3.361718,-0.5702503,-0.0028679431,-0.074342124,6.108471,pos,36
-0.47408015,0.06033175,-0.08876576,1.1335939,-0.0021908951,-0.102670364,-0.30542704,-0.5112459,-10.894154,-1.5971164,-0.2910821,-0.8392533,0.17376848,0.03166447,-0.0064917128,0.44100678,neg,36
-0.14213046,-1.1663955,2.8204868,0.92131066,-0.0892649,1.7129737,0.15273586,0.368919,-8.6453,0.45228824,2.372926,0.848572,0.40377933,1.222318,2.3548002,2.9009335,pos,37
0.5354713,2.4068372,1.7966362,-0.6160349,-0.09623104,-3.1236556,0.41919985,0.6492378,-11.055973,0.46052518,-1.9998451,1.0074997,0.62563926,-1.3569102,2.2660484,-0.10369273,neg,37
0.04281796,1.3821552,-0.438546,1.9286405,0.014327012,-0.071729995,1.1769042,0.9954229,-4.9949007,0.3283703,3.0732388,-1.7031591,1.1257428,0.5270783,0.12298747,0.11194722,pos,38
-0.009224225,5.091841,0.23365514,-2.2979834,-0.16160722,0.10419708,0.29621026,1.1119463,-6.3677397,-0.9388035,1.7473261,-2.738294,-14.811554,0.16925114,-0.12866388,-0.25607166,neg,38
-0.6703747,-0.74043685,0.7355082,2.0470312,-0.073981024,1.5982217,-0.61087054,-0.3367248,-11.113325,5.795449,1.1230222,2.648774,7.59247,0.09623861,-0.15106873,-0.024034651,pos,39
-0.6604009,0.118502975,0.5777273,1.7524207,-0.08601064,1.1735369,0.06955216,-0.5444596,-10.977687,2.1688771,1.1964762,1.1908947,-1.1562928,0.06682912,-0.3242981,-0.70851815,neg,39
0.120179184,-1.4871216,0.0062548444,2.6333475,-0.07893019,0.545849,0.22368199,4.5795,-5.267829,0.65843254,3.4185114,1.1582155,-2.417713,0.061279196,-0.00941377,-0.04155031,pos,40
0.0076284693,-1.2426343,1.7223428,3.039045,0.094938606,0.6886891,0.037268918,-2.4794517,-5.832884,0.28006265,0.7547952,-1.2986643,-3.026856,0.08775442,0.09776306,-0.04545124,neg,40
0.08423112,-0.38465148,0.0044964016,1.979585,2.0352392,1.0726769,0.7407,0.7097622,-4.779327,0.12761362,0.6397442,3.724452,-1.5170373,-0.06925965,0.10479154,0.41541624,pos,41
0.23635982,0.82685125,-0.00026592048,0.5954029,4.1119714,0.5721387,0.9822555,-0.23424834,-8.331676,0.50481296,-0.18061784,-2.894157,-1.1693344,-0.0759326,-2.0242252,-1.8831788,neg,41
0.05506801,3.578837,-0.57733375,3.9895673,-0.010891633,0.0011410426,2.224646,0.67355317,-5.057596,0.45316356,2.092765,-0.40317246,-2.2729452,0.5893622,-0.019642346,0.01932639,pos,42
0.123232715,5.6083117,-0.014886944,-2.0710356,-0.24038675,0.20394078,-1.3781883,0.004882016,-5.7066894,-1.0065541,1.5171609,-2.660156,-10.156783,0.3504991,-0.19922458,-0.14910525,neg,42
2.8431323,1.8699548,-0.16350338,1.0391105,-0.06438536,0.061119035,3.9956932,0.12066704,-8.260257,-0.3067963,1.3699774,0.65108275,0.12141007,1.7876993,-0.30322722,0.9788718,pos,43
0.5714104,-1.6319672,0.74853534,1.5002121,-0.58829653,0.28970996,0.44501552,0.14363924,-5.9541073,-2.5690193,1.4464198,0.005316837,-1.5153111,1.2458861,0.87018216,1.4736614,neg,43
-0.0076772445,0.018756662,-0.108931035,5.0212255,2.7650042,1.1268666,-0.32396182,0.089812286,-1.4288801,-1.535459,5.0322447,-3.1400352,-1.9354947,-0.11961489,0.14363982,1.0314482,pos,44
-0.008244519,-0.023340743,-0.09639274,0.27644882,-0.1300785,0.16119084,-0.15560916,0.07593102,-12.169584,1.1237448,1.3158596,0.2167601,0.2545077,-2.1194918,0.15246429,-0.39398497,neg,44
0.19598576,1.5115473,0.0033151815,1.2260164,2.9593205,0.93029135,0.3495398,0.6100493,-4.9766917,0.5595119,0.5715425,2.9013276,-1.5446942,-0.052247908,0.9534904,0.7279916,pos,45
-0.21407312,0.87683094,0.004060154,-1.6078583,-0.31671867,0.19161755,-0.3686119,-0.53906745,-5.5197377,-0.14647883,0.12637977,1.8075088,0.35422775,-0.02165885,1.4097478,0.54238003,neg,45
-0.0030586016,-0.03227508,2.0141368,3.160586,8.262922,0.019122224,-0.20117405,0.0068846345,-10.584999,0.80048215,-0.05740901,-0.07445021,0.8303953,1.7958627,-0.36254686,1.4849446,pos,46
-0.0028445562,-0.21410112,1.1653713,1.8038892,-2.7329507,-1.1491165,0.49965808,-0.03720863,-13.203301,-2.2706618,0.021320302,-1.3307165,-2.1003444,0.47009626,0.68123996,1.3397944,neg,46
-0.025117617,3.6638246,0.12817407,0.54569495,0.113201626,2.9704516,-0.49270162,2.6638715,-8.133651,1.4558791,2.0102334,1.0585058,-0.5110621,0.009330216,-0.1563132,0.4875635,pos,47
-0.01048623,1.1767906,-0.11959517,1.0371128,1.132962,0.19544087,0.1270326,0.22379948,-8.01479,0.64012,-2.3824956,-0.7794376,-0.053620964,0.055625945,0.022733828,-0.04161027,neg,47
1.6785883,-0.0053043496,1.659932,1.273421,-0.00858171,0.1917207,3.9628208,-0.6035988,-8.922135,0.73109585,0.20997415,0.2504576,3.79757,3.4381142,0.3734348,-0.07631179,pos,48
-3.2916028,0.0057833386,-0.036189716,0.11609063,0.058301594,-0.31168088,1.2601268,1.7903346,-10.681212,-2.7309165,1.3688182,0.06760301,-1.8369973,6.3278947,0.523595,-0.22425881,neg,48
-0.31611717,11.316702,5.509228,-0.41848305,-0.19657087,0.05141528,-1.610091,-0.021445958,-11.355451,0.7904248,1.6076854,1.1651754,0.90613943,1.2083372,-1.9922756,-1.1692455,pos,49
0.3399961,7.637654,-0.32665232,1.8052659,0.8896023,0.0073029334,-1.4810733,-0.015605091,-9.038545,-1.1316475,-0.8599334,0.50533247,-2.496368,-1.7453328,-2.7506065,-4.0528507,neg,49
0.15474038,2.9558363,-0.12503725,2.8638644,0.2836674,0.09578437,0.41270605,-0.4471057,-4.5528946,-0.10508511,3.5511875,0.118461184,-0.8166637,-0.04278859,-0.8880772,0.65874755,pos,50
1.6109089,2.688048,-0.531482,1.8159945,0.17998157,-0.027330821,0.12786698,-1.9449321,-4.3175025,-0.19029917,-0.17815733,-2.088154,-0.0025681646,0.15617485,0.5294046,-0.11181375,neg,50
-0.4914829,0.00021821843,1.4479437,5.981171,1.8678652,1.5838507,-0.48299497,-0.007030859,-9.506097,0.7572996,0.083745696,-0.8179147,0.8367319,0.781309,-0.023582619,5.5204678,pos,51
-0.38520584,0.6739851,0.73616064,1.4028153,-1.9817564,0.9099671,-1.3329179,-0.0011688016,-6.62571,0.5832552,0.1298781,0.9573273,-3.0503747,0.23003954,-0.0072687194,-1.9533436,neg,51
0.026483055,1.2567133,0.094934046,0.53556633,-0.030593716,2.7058144,9.920583,-0.096268065,-10.193767,0.15892343,-0.04832694,-0.6562605,1.5025786,0.5485955,-0.36283004,0.33298787,pos,52
0.07936131,3.0270905,-0.13936554,-0.18234815,-0.054694857,-0.688238,-5.3874793,-0.13854027,-9.879641,-0.5805601,-1.0149782,-5.28524,-3.4197536,0.31943816,0.43884555,2.957989,neg,52
-0.06537371,1.7802929,-0.19880404,1.508711,0.49950302,0.588444,2.0501454,1.2028657,-10.643347,0.95334136,0.014309481,4.407557,-0.9966119,0.043848056,0.39435473,-0.3477442,pos,53
-0.27903977,-2.4892762,-0.41497096,-0.98702604,-0.4017873,-0.66735864,1.7048879,0.71032006,-9.9909935,1.3128432,-1.3623527,0.8632808,-2.613077,0.08513832,-0.22778176,-0.10106847,neg,53
-0.64051735,2.2502136,-0.005371508,3.0362072,-0.40760478,0.16833173,0.8239313,-0.77946985,-4.1728287,-0.01656801,4.0107384,0.342029,-1.8269873,0.76533717,-0.782241,0.8247318,pos,54
-1.5032651,1.1777911,0.13686769,0.47303677,0.32101342,0.015090266,0.63422084,-1.9961476,-4.671853,0.22699177,2.2757742,0.24926834,-1.5212246,1.7166077,-0.019897478,0.22697783,neg,54
0.29217273,-0.09580278,0.4614419,2.2654338,-0.08638203,0.17932232,-1.0036381,-0.002801711,-10.847596,2.6336286,0.3236315,1.411124,7.261017,0.14895071,-0.5020484,3.3029687,pos,55
-0.7237508,0.6724664,0.63004524,-1.4939291,0.69023925,0.35757336,2.0213974,0.0013093975,-9.993245,4.6769485,0.30193782,-0.7080443,-7.9983435,-2.4324534,0.3779116,-6.1620345,neg,55
-0.019680975,0.028650949,-5.1858716,2.9640307,12.675927,0.026285285,-0.2746252,-0.022015294,-12.283636,0.81126064,0.08935622,-0.01870254,0.97188216,2.8804832,-0.36403286,3.3773606,pos,56
0.022805562,-0.06111414,-1.2494179,-2.073704,-2.178388,0.12920131,0.24264424,-0.18507163,-12.267938,0.35312253,0.065627925,0.08334903,1.3319931,1.6456395,0.14229211,0.4400603,neg,56
-0.25696987,-0.1648427,0.12447618,3.0567257,-0.077607065,-0.2887103,0.4200956,0.6987202,-6.8300242,-0.46531507,3.4063373,1.3015311,3.215996,0.00030794778,-0.22486982,-0.007846993,pos,57
0.046376742,2.8097477,-0.2909855,-4.5654182,-0.25482512,0.3913794,0.3235012,0.49197298,-5.1859565,-1.4787698,-2.4039876,-0.025732398,-13.557019,-0.92874116,0.33745104,0.098277874,neg,57
-5.2325817e-05,1.7129523,0.12277102,2.9392266,-0.59044886,4.433283,-0.7798257,-0.18484399,-11.548134,3.707459,-0.31197804,0.4255906,1.4549273,0.027359411,0.52616316,3.573358,pos,58
-0.0021211624,0.2700006,-0.25146934,4.5787983,0.06008432,0.5021495,-0.14001721,-0.21601634,-8.774787,0.49977306,0.036462687,3.0102513,2.2774258,0.13727014,1.6501389,1.2716969,neg,58
2.2488418,2.9260483,1.0116276,0.3788215,1.5551788,0.30913174,0.41697583,-0.019059466,-6.8387938,0.92742884,0.31431738,-0.17914122,-0.15384585,0.023640368,0.046673607,0.041799057,pos,59
-1.5221441,-4.8433156,4.0255146,-0.14900836,-0.300847,0.77919704,0.8757368,-0.03130503,-8.00773,-0.829618,-0.287085,-1.4297982,0.040142063,-0.023602825,-0.67689914,0.042369712,neg,59
-0.029598486,0.6172585,2.1146705,3.8198767,2.4178624,1.4999619,-0.00026838738,0.014240529,-8.29745,4.0664263,0.48191366,-0.18219568,-1.6418396,3.120932,0.09546906,3.0775425,pos,60
-0.3150417,-0.37301093,1.3460063,-1.361545,-0.55666125,0.34389895,0.17417444,-0.16092534,-15.682556,0.547904,0.19638619,0.022158362,0.17716105,-2.4560413,0.5360758,-1.8253722,neg,60
-1.2983792,-0.20534177,-0.4638936,1.1463262,0.13987178,6.447845,-0.27037844,-0.24808455,-9.101691,0.7521657,-0.8366909,3.1751149,1.6014664,1.3417175,-0.84072655,5.5110493,pos,61
0.012578989,0.39024535,0.96686053,-0.6030653,0.8052377,4.1845317,-0.13475801,-0.28766268,-8.647853,-1.1825869,-0.8495429,-3.034051,-3.8466008,-0.72821844,1.6256584,-6.0076404,neg,61
4.338944,0.79712254,-0.054160826,0.845501,-0.070709854,3.5769176,-0.9786499,-0.9781461,-7.061639,0.08999559,2.0859663,0.14021412,1.7165551,-0.013670855,-0.08634354,0.84354657,pos,62
-2.3794415,0.66510195,0.04309838,1.4680156,-0.16525277,1.5159595,0.33809072,-1.0341792,-9.674052,0.33494595,-2.2319882,0.12941773,0.55437666,-0.016741289,-0.1293892,0.441476,neg,62
0.17141087,1.4585261,0.034651402,0.053642794,0.010199404,0.34941673,0.44998682,0.28627503,-6.271585,1.2166883,0.019497788,4.056992,-0.6903917,0.30165306,5.082655,0.6939046,pos,63
0.3616797,-1.527072,0.16206594,0.80752754,-0.087820955,-0.16295217,0.19204447,0.47561595,-12.735137,3.1517441,0.28999537,0.27977082,0.039695065,-0.057192493,-0.915803,-3.820986,neg,63
